Sample : Ni
Pre-Pulse  Slope = 6.524896E-3 +/- 4.518110E-4 Intercept = 4.724213E+0 +/- 1.099336E-3 Residue = 1.595354E-8
Heat Pulse  Slope = 9.830042E-3 +/- 6.486885E-4 Intercept = 4.702760E+0 +/- 4.895692E-3 Residue = 1.983012E-8
Post-Pulse  Slope = 6.003062E-3 +/- 3.668466E-4 Intercept = 4.743320E+0 +/- 4.602201E-3 Residue = 6.346510E-9
Sample Voltage = 7.000000E-2 Sample Voltage Uncertainty = 1.000000E-2
Sample Current = 9.977000E-1 Sample Current Uncertainty = 1.000000E-4
t(s)	T(K)	dT(K)
2.468141	7.596777	0.010000
2.570147	7.569218	0.010000
2.672153	7.603350	0.010000
2.775159	7.592299	0.010000
2.877164	7.605443	0.010000
2.980171	7.576061	0.010000
3.083177	7.570484	0.010000
3.185182	7.582778	0.010000
3.287188	7.609776	0.010000
3.390194	7.600009	0.010000
3.493200	7.577412	0.010000
3.595206	7.588567	0.010000
3.698212	7.574641	0.010000
3.801218	7.576817	0.010000
3.903224	7.607253	0.010000
4.005229	7.609417	0.010000
4.107235	7.607516	0.010000
4.209241	7.618330	0.010000
4.311246	7.585760	0.010000
4.413252	7.583177	0.010000
4.516258	7.604737	0.010000
4.618264	7.618724	0.010000
4.720270	7.614618	0.010000
4.822276	7.614214	0.010000
4.925282	7.621663	0.010000
5.027287	7.623300	0.010000
5.130293	7.590073	0.010000
5.233299	7.600659	0.010000
5.336305	7.604997	0.010000
5.438311	7.594179	0.010000
5.540317	7.616573	0.010000
5.643323	7.614431	0.010000
5.745328	7.596580	0.010000
5.848334	7.597607	0.010000
5.950340	7.617942	0.010000
6.052346	7.610131	0.010000
6.155352	7.602469	0.010000
6.258358	7.634524	0.010000
6.360364	7.609411	0.010000
6.462369	7.602514	0.010000
6.564375	7.636485	0.010000
6.667381	7.603451	0.010000
6.769387	7.609471	0.010000
6.871393	7.619104	0.010000
6.973399	7.632300	0.010000
7.076405	7.632086	0.010000
7.178411	7.644712	0.010000
7.280416	7.638073	0.010000
7.382422	7.626844	0.010000
7.484428	7.615303	0.010000
7.586434	7.631248	0.010000
7.689440	7.650300	0.010000
7.792446	7.644041	0.010000
7.895452	7.632977	0.010000
7.997458	7.621292	0.010000
8.100463	7.643096	0.010000
8.202469	7.634549	0.010000
8.305475	7.655755	0.010000
8.407481	7.653603	0.010000
8.510487	7.657028	0.010000
8.612493	7.661171	0.010000
8.714499	7.646818	0.010000
8.817504	7.643168	0.010000
8.919510	7.637156	0.010000
9.021516	7.663203	0.010000
9.124522	7.665759	0.010000
9.227528	7.648160	0.010000
9.329534	7.645660	0.010000
9.432539	7.668334	0.010000
9.534545	7.645065	0.010000
9.637551	7.641215	0.010000
9.739557	7.677350	0.010000
9.841563	7.646661	0.010000
9.943569	7.647148	0.010000
10.046575	7.663596	0.010000
10.148581	7.673504	0.010000
10.250587	7.663940	0.010000
10.353592	7.683487	0.010000
10.456598	7.657129	0.010000
10.558604	7.685649	0.010000
10.661610	7.670381	0.010000
10.763616	7.680138	0.010000
10.866621	7.661122	0.010000
10.968627	7.653638	0.010000
11.071633	7.652379	0.010000
11.174639	7.655118	0.010000
11.276645	7.688914	0.010000
11.379651	7.673277	0.010000
11.481657	7.659492	0.010000
11.584662	7.685547	0.010000
11.687668	7.681186	0.010000
11.789674	7.681498	0.010000
11.892680	7.688170	0.010000
11.994686	7.671161	0.010000
12.096692	7.674048	0.010000
12.198698	7.677288	0.010000
12.301703	7.689203	0.010000
12.404709	7.692740	0.010000
12.507715	7.672990	0.010000
12.610721	7.669833	0.010000
12.713727	7.677190	0.010000
12.816733	7.686954	0.010000
12.919739	7.694868	0.010000
13.021745	7.676759	0.010000
13.124751	7.698033	0.010000
13.226757	7.674414	0.010000
13.329762	7.693555	0.010000
13.431768	7.688956	0.010000
13.533774	7.698450	0.010000
13.636780	7.702374	0.010000
13.739786	7.675762	0.010000
13.842792	7.682291	0.010000
13.945798	7.705259	0.010000
14.048804	7.707609	0.010000
14.151810	7.696570	0.010000
14.253815	7.684095	0.010000
14.356821	7.710421	0.010000
14.458827	7.707701	0.010000
14.561833	7.712926	0.010000
14.663839	7.681911	0.010000
14.765845	7.686585	0.010000
14.868851	7.685335	0.010000
14.970856	7.696865	0.010000
15.073862	7.697074	0.010000
Sample : Ni
Pre-Pulse  Slope = 7.606368E-3 +/- 5.067778E-4 Intercept = 8.073910E+0 +/- 1.230569E-3 Residue = 1.999410E-8
Heat Pulse  Slope = 9.165757E-3 +/- 6.507329E-4 Intercept = 8.066024E+0 +/- 4.904521E-3 Residue = 1.999716E-8
Post-Pulse  Slope = 7.216677E-3 +/- 4.154329E-4 Intercept = 8.085441E+0 +/- 5.209430E-3 Residue = 8.139409E-9
Sample Voltage = 7.500000E-2 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 9.977000E-1 Sample Current Uncertainty = 1.000000E-4
t(s)	T(K)	dT(K)
0.000000	8.074150	0.010000
0.111006	8.076144	0.010000
0.213012	8.074041	0.010000
0.315018	8.074795	0.010000
0.417024	8.076005	0.010000
0.520030	8.076010	0.010000
0.623036	8.080946	0.010000
0.726041	8.078574	0.010000
0.828047	8.081603	0.010000
0.930053	8.081131	0.010000
1.033059	8.083023	0.010000
1.135065	8.080104	0.010000
1.238071	8.080696	0.010000
1.341077	8.082876	0.010000
1.444083	8.082615	0.010000
1.546088	8.086976	0.010000
1.648094	8.088033	0.010000
1.750100	8.086042	0.010000
1.852106	8.090539	0.010000
1.955112	8.089090	0.010000
2.057117	8.090603	0.010000
2.159123	8.092501	0.010000
2.261129	8.090933	0.010000
2.364135	8.091318	0.010000
2.466141	8.090733	0.010000
2.568147	8.094303	0.010000
2.670153	8.096085	0.010000
2.773159	8.095499	0.010000
2.876164	8.096227	0.010000
2.978170	8.095320	0.010000
3.080176	8.097958	0.010000
3.183182	8.099040	0.010000
3.285188	8.099120	0.010000
3.388194	8.098684	0.010000
3.491199	8.100956	0.010000
3.593205	8.101504	0.010000
3.696211	8.100069	0.010000
3.799217	8.102788	0.010000
3.901223	8.102738	0.010000
4.004229	8.104756	0.010000
4.106235	8.103544	0.010000
4.208241	8.105613	0.010000
4.311246	8.107280	0.010000
4.413252	8.105580	0.010000
4.515258	8.108449	0.010000
4.618264	8.109022	0.010000
4.720270	8.107247	0.010000
4.823276	8.108642	0.010000
4.925282	8.112958	0.010000
5.028287	8.108913	0.010000
5.131293	8.112964	0.010000
5.233299	8.115840	0.010000
5.335305	8.111684	0.010000
5.437311	8.114341	0.010000
5.539317	8.117450	0.010000
5.642323	8.115365	0.010000
5.744328	8.117046	0.010000
5.847334	8.116918	0.010000
5.949340	8.119105	0.010000
6.052346	8.120125	0.010000
6.155352	8.124500	0.010000
6.257358	8.123227	0.010000
6.359364	8.124434	0.010000
6.462369	8.124325	0.010000
6.564375	8.126672	0.010000
6.666381	8.127517	0.010000
6.769387	8.128772	0.010000
6.871393	8.128726	0.010000
6.974399	8.132251	0.010000
7.077405	8.129943	0.010000
7.180411	8.131004	0.010000
7.283417	8.132065	0.010000
7.385422	8.134559	0.010000
7.488428	8.133905	0.010000
7.590434	8.136388	0.010000
7.693440	8.134967	0.010000
7.796446	8.135636	0.010000
7.899452	8.137694	0.010000
8.001458	8.140552	0.010000
8.104464	8.138148	0.010000
8.206470	8.143407	0.010000
8.308475	8.140991	0.010000
8.410481	8.145849	0.010000
8.512487	8.140881	0.010000
8.615493	8.146841	0.010000
8.718499	8.146959	0.010000
8.820505	8.147111	0.010000
8.923511	8.147570	0.010000
9.026516	8.150143	0.010000
9.128522	8.150709	0.010000
9.230528	8.151464	0.010000
9.332534	8.150316	0.010000
9.435540	8.153544	0.010000
9.538546	8.155204	0.010000
9.640552	8.152461	0.010000
9.743557	8.153578	0.010000
9.845563	8.154777	0.010000
9.948569	8.156481	0.010000
10.050575	8.156746	0.010000
10.152581	8.159942	0.010000
10.254587	8.160028	0.010000
10.356592	8.160890	0.010000
10.459598	8.160496	0.010000
10.562604	8.161593	0.010000
10.665610	8.162457	0.010000
10.767616	8.162571	0.010000
10.869622	8.163373	0.010000
10.972628	8.164060	0.010000
11.074634	8.165595	0.010000
11.176639	8.164793	0.010000
11.279645	8.166655	0.010000
11.382651	8.167960	0.010000
11.485657	8.168757	0.010000
11.588663	8.167569	0.010000
11.690669	8.169592	0.010000
11.793674	8.170111	0.010000
11.896680	8.172549	0.010000
11.998686	8.172508	0.010000
12.100692	8.173212	0.010000
12.202698	8.175102	0.010000
12.305704	8.174223	0.010000
12.407710	8.175858	0.010000
12.510715	8.174242	0.010000
12.613721	8.175460	0.010000
12.715727	8.178827	0.010000
12.817733	8.177134	0.010000
12.920739	8.178604	0.010000
13.022745	8.179085	0.010000
13.124751	8.181016	0.010000
13.226757	8.181717	0.010000
13.329762	8.180501	0.010000
13.432768	8.182564	0.010000
13.535774	8.182385	0.010000
13.637780	8.184933	0.010000
13.740786	8.184949	0.010000
13.842792	8.185597	0.010000
13.944798	8.184519	0.010000
14.046803	8.186556	0.010000
14.148809	8.186645	0.010000
14.251815	8.188146	0.010000
14.353821	8.188109	0.010000
14.456827	8.189998	0.010000
14.559833	8.191191	0.010000
14.661839	8.191682	0.010000
14.763844	8.190170	0.010000
14.866850	8.191859	0.010000
14.968856	8.194675	0.010000
15.070862	8.194037	0.010000
Sample : Ni
Pre-Pulse  Slope = 6.677516E-3 +/- 5.766873E-4 Intercept = 8.622065E+0 +/- 1.401980E-3 Residue = 2.595492E-8
Heat Pulse  Slope = 7.917414E-3 +/- 8.104195E-4 Intercept = 8.615560E+0 +/- 6.104108E-3 Residue = 3.087321E-8
Post-Pulse  Slope = 8.064928E-3 +/- 3.878866E-4 Intercept = 8.616074E+0 +/- 4.860973E-3 Residue = 7.110396E-9
Sample Voltage = 7.500000E-2 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 9.976900E-1 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	8.621949	0.010000
0.111006	8.620590	0.010000
0.214012	8.622645	0.010000
0.316018	8.621615	0.010000
0.419024	8.627357	0.010000
0.521030	8.627975	0.010000
0.624036	8.627400	0.010000
0.727042	8.626358	0.010000
0.829048	8.627382	0.010000
0.932054	8.631180	0.010000
1.034059	8.626188	0.010000
1.136065	8.627662	0.010000
1.239071	8.630850	0.010000
1.341077	8.628992	0.010000
1.443082	8.629731	0.010000
1.546088	8.630533	0.010000
1.649095	8.637014	0.010000
1.752100	8.635041	0.010000
1.855106	8.632925	0.010000
1.957112	8.633276	0.010000
2.060118	8.636935	0.010000
2.162124	8.636764	0.010000
2.264130	8.638645	0.010000
2.367136	8.635629	0.010000
2.470141	8.639944	0.010000
2.572147	8.638708	0.010000
2.675153	8.640008	0.010000
2.777159	8.641246	0.010000
2.880165	8.641065	0.010000
2.982171	8.641927	0.010000
3.084177	8.641947	0.010000
3.187182	8.642125	0.010000
3.290188	8.646341	0.010000
3.392194	8.645210	0.010000
3.495200	8.644723	0.010000
3.597206	8.646811	0.010000
3.700212	8.648166	0.010000
3.802217	8.645426	0.010000
3.904223	8.648566	0.010000
4.006229	8.646644	0.010000
4.108235	8.651425	0.010000
4.211241	8.649530	0.010000
4.313247	8.652288	0.010000
4.415253	8.651658	0.010000
4.517259	8.650117	0.010000
4.620265	8.656733	0.010000
4.723270	8.653623	0.010000
4.826276	8.655897	0.010000
4.929282	8.652151	0.010000
5.031288	8.656211	0.010000
5.133294	8.659741	0.010000
5.235300	8.653980	0.010000
5.337306	8.660598	0.010000
5.439311	8.659964	0.010000
5.541317	8.662318	0.010000
5.643323	8.663002	0.010000
5.745328	8.658780	0.010000
5.847334	8.663399	0.010000
5.949340	8.663011	0.010000
6.051346	8.664766	0.010000
6.153352	8.665301	0.010000
6.255358	8.664874	0.010000
6.357364	8.665902	0.010000
6.460370	8.665930	0.010000
6.562376	8.667176	0.010000
6.664381	8.670409	0.010000
6.766387	8.668865	0.010000
6.868393	8.669150	0.010000
6.970399	8.669778	0.010000
7.073405	8.671839	0.010000
7.176411	8.672405	0.010000
7.279417	8.671452	0.010000
7.381422	8.676910	0.010000
7.483428	8.671757	0.010000
7.586434	8.678430	0.010000
7.688440	8.673963	0.010000
7.790446	8.676659	0.010000
7.892451	8.675583	0.010000
7.994457	8.677008	0.010000
8.096463	8.680521	0.010000
8.199469	8.681666	0.010000
8.301475	8.684292	0.010000
8.403481	8.681428	0.010000
8.505486	8.683808	0.010000
8.608492	8.682054	0.010000
8.711498	8.683026	0.010000
8.814504	8.684232	0.010000
8.916510	8.690238	0.010000
9.018516	8.686941	0.010000
9.120522	8.690627	0.010000
9.222528	8.688551	0.010000
9.325533	8.688595	0.010000
9.428539	8.693111	0.010000
9.530545	8.694914	0.010000
9.632551	8.695372	0.010000
9.734557	8.694112	0.010000
9.836563	8.695929	0.010000
9.938569	8.695316	0.010000
10.041574	8.695971	0.010000
10.144580	8.699118	0.010000
10.246586	8.699292	0.010000
10.348592	8.699545	0.010000
10.450598	8.701321	0.010000
10.552604	8.701934	0.010000
10.654610	8.702759	0.010000
10.756615	8.703200	0.010000
10.859621	8.704295	0.010000
10.961627	8.706207	0.010000
11.064633	8.705914	0.010000
11.167639	8.706231	0.010000
11.270645	8.706693	0.010000
11.373651	8.707367	0.010000
11.476656	8.710002	0.010000
11.578662	8.709402	0.010000
11.681668	8.711132	0.010000
11.783674	8.710344	0.010000
11.886680	8.711598	0.010000
11.989686	8.713172	0.010000
12.092692	8.712526	0.010000
12.195698	8.713464	0.010000
12.298704	8.715833	0.010000
12.401710	8.715854	0.010000
12.504715	8.717451	0.010000
12.606721	8.717547	0.010000
12.708727	8.717805	0.010000
12.810733	8.719443	0.010000
12.912739	8.719462	0.010000
13.014744	8.721236	0.010000
13.116750	8.720988	0.010000
13.219756	8.724163	0.010000
13.322762	8.723731	0.010000
13.425768	8.725577	0.010000
13.528774	8.723054	0.010000
13.630780	8.726687	0.010000
13.733786	8.725755	0.010000
13.835792	8.728987	0.010000
13.937797	8.728849	0.010000
14.039803	8.728594	0.010000
14.141809	8.729513	0.010000
14.244815	8.727756	0.010000
14.346821	8.729360	0.010000
14.448826	8.732792	0.010000
14.551832	8.732762	0.010000
14.653838	8.736385	0.010000
14.755844	8.735177	0.010000
14.857850	8.735192	0.010000
14.959856	8.738635	0.010000
15.062861	8.737500	0.010000
Sample : Ni
Pre-Pulse  Slope = 6.406978E-3 +/- 5.257605E-4 Intercept = 9.180934E+0 +/- 1.275271E-3 Residue = 2.158654E-8
Heat Pulse  Slope = 8.479959E-3 +/- 7.633023E-4 Intercept = 9.167490E+0 +/- 5.755883E-3 Residue = 2.755752E-8
Post-Pulse  Slope = 6.833986E-3 +/- 7.135542E-4 Intercept = 9.187070E+0 +/- 8.952591E-3 Residue = 2.396195E-8
Sample Voltage = 7.500000E-2 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 9.976900E-1 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	9.181800	0.010000
0.105006	9.181363	0.010000
0.208012	9.182238	0.010000
0.311018	9.182262	0.010000
0.413023	9.182563	0.010000
0.515029	9.184977	0.010000
0.617035	9.184393	0.010000
0.719041	9.186378	0.010000
0.822047	9.187319	0.010000
0.925053	9.186319	0.010000
1.027059	9.185255	0.010000
1.129065	9.186507	0.010000
1.232070	9.188045	0.010000
1.335076	9.192841	0.010000
1.437082	9.188680	0.010000
1.540088	9.192427	0.010000
1.643094	9.193339	0.010000
1.746100	9.188549	0.010000
1.848106	9.195266	0.010000
1.951112	9.195182	0.010000
2.053117	9.194372	0.010000
2.156123	9.192250	0.010000
2.258129	9.194117	0.010000
2.361135	9.197648	0.010000
2.464141	9.195862	0.010000
2.567147	9.197529	0.010000
2.669153	9.197469	0.010000
2.772159	9.198587	0.010000
2.875165	9.199155	0.010000
2.977170	9.198409	0.010000
3.079176	9.201524	0.010000
3.181182	9.201622	0.010000
3.284188	9.201254	0.010000
3.387194	9.202039	0.010000
3.489200	9.203310	0.010000
3.591206	9.205833	0.010000
3.693211	9.205303	0.010000
3.795217	9.205421	0.010000
3.897223	9.205341	0.010000
4.000229	9.208086	0.010000
4.102235	9.206579	0.010000
4.205241	9.210905	0.010000
4.307246	9.208473	0.010000
4.410252	9.206714	0.010000
4.512258	9.207588	0.010000
4.615264	9.207726	0.010000
4.718270	9.214662	0.010000
4.821276	9.213713	0.010000
4.923282	9.212894	0.010000
5.025288	9.213619	0.010000
5.128294	9.214601	0.010000
5.232299	9.213753	0.010000
5.334305	9.216242	0.010000
5.437311	9.217007	0.010000
5.539317	9.218251	0.010000
5.642323	9.217391	0.010000
5.745328	9.218460	0.010000
5.847334	9.219046	0.010000
5.950340	9.220149	0.010000
6.053346	9.222326	0.010000
6.156352	9.219575	0.010000
6.259358	9.220920	0.010000
6.362364	9.219464	0.010000
6.465370	9.219042	0.010000
6.567376	9.219859	0.010000
6.670382	9.223802	0.010000
6.772388	9.226835	0.010000
6.875393	9.227909	0.010000
6.978399	9.229029	0.010000
7.081405	9.224744	0.010000
7.184411	9.229557	0.010000
7.287417	9.229880	0.010000
7.390423	9.229524	0.010000
7.493429	9.231897	0.010000
7.596435	9.232416	0.010000
7.698441	9.231953	0.010000
7.801446	9.233976	0.010000
7.903452	9.234967	0.010000
8.005458	9.235890	0.010000
8.107464	9.235394	0.010000
8.209469	9.237703	0.010000
8.311475	9.237584	0.010000
8.414481	9.237853	0.010000
8.517487	9.240905	0.010000
8.619493	9.239254	0.010000
8.722499	9.240639	0.010000
8.825505	9.240741	0.010000
8.928511	9.245909	0.010000
9.031517	9.242330	0.010000
9.134522	9.245698	0.010000
9.236528	9.247481	0.010000
9.339534	9.249014	0.010000
9.442540	9.248864	0.010000
9.545546	9.247273	0.010000
9.648552	9.246320	0.010000
9.751558	9.248759	0.010000
9.854564	9.248619	0.010000
9.956570	9.251247	0.010000
10.058575	9.251795	0.010000
10.161581	9.256651	0.010000
10.263587	9.252961	0.010000
10.365593	9.257139	0.010000
10.467599	9.255709	0.010000
10.570605	9.260574	0.010000
10.673611	9.258432	0.010000
10.775616	9.256918	0.010000
10.877622	9.258352	0.010000
10.980628	9.259882	0.010000
11.082634	9.261492	0.010000
11.185640	9.264261	0.010000
11.287646	9.265874	0.010000
11.390652	9.263748	0.010000
11.492657	9.266094	0.010000
11.595663	9.267667	0.010000
11.697669	9.265639	0.010000
11.799675	9.264494	0.010000
11.902681	9.271399	0.010000
12.005687	9.267585	0.010000
12.108693	9.271236	0.010000
12.211699	9.273482	0.010000
12.313704	9.270115	0.010000
12.416710	9.270079	0.010000
12.518716	9.273497	0.010000
12.620722	9.271953	0.010000
12.722728	9.271308	0.010000
12.824734	9.275525	0.010000
12.926739	9.274740	0.010000
13.028745	9.276771	0.010000
13.130751	9.277921	0.010000
13.232757	9.279173	0.010000
13.335763	9.279800	0.010000
13.438769	9.278871	0.010000
13.540774	9.279827	0.010000
13.642780	9.279843	0.010000
13.744786	9.280283	0.010000
13.847792	9.280018	0.010000
13.950798	9.283058	0.010000
14.052804	9.282787	0.010000
14.154809	9.285118	0.010000
14.256815	9.285812	0.010000
14.358821	9.285895	0.010000
14.460827	9.288094	0.010000
14.562833	9.288830	0.010000
14.664839	9.287793	0.010000
14.766845	9.289461	0.010000
14.868850	9.290371	0.010000
14.970856	9.289654	0.010000
15.072862	9.290297	0.010000
Sample : Ni
Pre-Pulse  Slope = 6.210612E-3 +/- 5.988246E-4 Intercept = 9.520892E+0 +/- 1.454108E-3 Residue = 2.790510E-8
Heat Pulse  Slope = 8.130605E-3 +/- 4.958587E-4 Intercept = 9.510552E+0 +/- 3.738777E-3 Residue = 1.160354E-8
Post-Pulse  Slope = 6.119129E-3 +/- 5.681545E-4 Intercept = 9.532541E+0 +/- 7.124947E-3 Residue = 1.520203E-8
Sample Voltage = 7.500000E-2 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 9.977000E-1 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	9.518097	0.010000
0.111007	9.521859	0.010000
0.214013	9.521266	0.010000
0.317019	9.523222	0.010000
0.419024	9.520569	0.010000
0.521030	9.522968	0.010000
0.623036	9.523237	0.010000
0.725041	9.527514	0.010000
0.827047	9.526472	0.010000
0.929053	9.525481	0.010000
1.032059	9.525588	0.010000
1.135065	9.529144	0.010000
1.237071	9.529945	0.010000
1.340077	9.527483	0.010000
1.443083	9.528735	0.010000
1.546089	9.531763	0.010000
1.649095	9.531874	0.010000
1.751101	9.531940	0.010000
1.854106	9.534053	0.010000
1.957112	9.530563	0.010000
2.059118	9.533994	0.010000
2.161124	9.535617	0.010000
2.263130	9.536851	0.010000
2.365135	9.537495	0.010000
2.467141	9.533843	0.010000
2.569147	9.538592	0.010000
2.672153	9.534948	0.010000
2.774159	9.539609	0.010000
2.877165	9.540907	0.010000
2.979170	9.540845	0.010000
3.081176	9.536612	0.010000
3.183182	9.539645	0.010000
3.285188	9.540251	0.010000
3.388194	9.542818	0.010000
3.490200	9.543814	0.010000
3.592206	9.542176	0.010000
3.694211	9.542393	0.010000
3.796217	9.542317	0.010000
3.898223	9.547658	0.010000
4.001229	9.546293	0.010000
4.104235	9.544235	0.010000
4.207241	9.548048	0.010000
4.310247	9.550020	0.010000
4.413253	9.548121	0.010000
4.516258	9.548060	0.010000
4.618264	9.549805	0.010000
4.720270	9.551530	0.010000
4.823276	9.551961	0.010000
4.926282	9.551960	0.010000
5.029288	9.553405	0.010000
5.132294	9.552776	0.010000
5.234300	9.553661	0.010000
5.336306	9.554425	0.010000
5.438311	9.554954	0.010000
5.541317	9.556541	0.010000
5.644323	9.556737	0.010000
5.747329	9.557497	0.010000
5.850335	9.556982	0.010000
5.953341	9.559306	0.010000
6.055346	9.558590	0.010000
6.158352	9.560338	0.010000
6.260358	9.561764	0.010000
6.363364	9.561610	0.010000
6.466370	9.562990	0.010000
6.568376	9.564210	0.010000
6.670382	9.563942	0.010000
6.773387	9.564786	0.010000
6.875393	9.567785	0.010000
6.978399	9.567494	0.010000
7.081405	9.568566	0.010000
7.183411	9.570106	0.010000
7.286417	9.569880	0.010000
7.388422	9.570190	0.010000
7.490428	9.572093	0.010000
7.593434	9.572866	0.010000
7.696440	9.572127	0.010000
7.799446	9.575898	0.010000
7.901452	9.574226	0.010000
8.003458	9.576484	0.010000
8.106464	9.577973	0.010000
8.208469	9.575293	0.010000
8.310475	9.578204	0.010000
8.413481	9.581269	0.010000
8.516487	9.577827	0.010000
8.619493	9.581287	0.010000
8.721499	9.581855	0.010000
8.823505	9.580662	0.010000
8.926511	9.581996	0.010000
9.028516	9.585922	0.010000
9.131522	9.584076	0.010000
9.233528	9.583964	0.010000
9.335534	9.586975	0.010000
9.438540	9.585133	0.010000
9.541546	9.584979	0.010000
9.644552	9.590835	0.010000
9.746558	9.587088	0.010000
9.849564	9.590039	0.010000
9.951569	9.594031	0.010000
10.053575	9.589544	0.010000
10.155581	9.590099	0.010000
10.257587	9.594724	0.010000
10.360593	9.592250	0.010000
10.463599	9.596478	0.010000
10.566605	9.594648	0.010000
10.669611	9.597873	0.010000
10.771616	9.597690	0.010000
10.873622	9.598274	0.010000
10.975628	9.597290	0.010000
11.078634	9.599518	0.010000
11.180640	9.600545	0.010000
11.282646	9.600227	0.010000
11.384651	9.602329	0.010000
11.487657	9.601592	0.010000
11.589663	9.605454	0.010000
11.691669	9.606994	0.010000
11.793675	9.606559	0.010000
11.895680	9.605726	0.010000
11.998686	9.607610	0.010000
12.100692	9.606298	0.010000
12.202698	9.606972	0.010000
12.305704	9.607109	0.010000
12.408710	9.606377	0.010000
12.511716	9.606399	0.010000
12.613722	9.610740	0.010000
12.715727	9.609209	0.010000
12.817733	9.611478	0.010000
12.920739	9.610973	0.010000
13.022745	9.611460	0.010000
13.124751	9.612920	0.010000
13.227757	9.612779	0.010000
13.330762	9.614950	0.010000
13.433769	9.614335	0.010000
13.535774	9.616667	0.010000
13.638780	9.617277	0.010000
13.740786	9.615962	0.010000
13.842792	9.617331	0.010000
13.945798	9.618072	0.010000
14.048804	9.618398	0.010000
14.151810	9.617827	0.010000
14.254816	9.621232	0.010000
14.356822	9.621809	0.010000
14.458827	9.621880	0.010000
14.561833	9.621326	0.010000
14.663839	9.624250	0.010000
14.766845	9.624170	0.010000
14.868851	9.622430	0.010000
14.970856	9.624988	0.010000
15.072862	9.626183	0.010000
Sample : Ni
Pre-Pulse  Slope = 7.846906E-3 +/- 1.400417E-3 Intercept = 1.001032E+1 +/- 3.405850E-3 Residue = 1.530728E-7
Heat Pulse  Slope = 9.210429E-3 +/- 1.596481E-3 Intercept = 1.000658E+1 +/- 1.202698E-2 Residue = 1.199499E-7
Post-Pulse  Slope = 6.639467E-3 +/- 1.877289E-3 Intercept = 1.002570E+1 +/- 2.352221E-2 Residue = 1.657727E-7
Sample Voltage = 7.500000E-2 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 9.976900E-1 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	10.008839	0.010000
0.112007	10.012000	0.010000
0.215013	10.014235	0.010000
0.317019	10.004803	0.010000
0.420024	10.007618	0.010000
0.523030	10.018126	0.010000
0.625036	10.018134	0.010000
0.727042	10.016364	0.010000
0.829048	10.015413	0.010000
0.932054	10.021678	0.010000
1.035059	10.013659	0.010000
1.138065	10.021025	0.010000
1.241071	10.022850	0.010000
1.343077	10.022376	0.010000
1.446083	10.024216	0.010000
1.548089	10.022087	0.010000
1.651094	10.024933	0.010000
1.753100	10.018393	0.010000
1.855106	10.024679	0.010000
1.957112	10.023961	0.010000
2.059118	10.018743	0.010000
2.162124	10.028534	0.010000
2.265130	10.029733	0.010000
2.367136	10.029081	0.010000
2.470141	10.026073	0.010000
2.573147	10.023185	0.010000
2.675153	10.029980	0.010000
2.777159	10.025975	0.010000
2.880165	10.030816	0.010000
2.983171	10.037045	0.010000
3.086177	10.038413	0.010000
3.189183	10.040548	0.010000
3.291188	10.029488	0.010000
3.394194	10.042346	0.010000
3.496200	10.032655	0.010000
3.599206	10.043240	0.010000
3.701212	10.037203	0.010000
3.803218	10.045651	0.010000
3.906224	10.044854	0.010000
4.008229	10.046210	0.010000
4.111235	10.046519	0.010000
4.213241	10.044864	0.010000
4.315247	10.046691	0.010000
4.417253	10.045479	0.010000
4.519258	10.045538	0.010000
4.621264	10.047196	0.010000
4.723270	10.047339	0.010000
4.825276	10.047463	0.010000
4.927282	10.049971	0.010000
5.029288	10.048944	0.010000
5.132294	10.052207	0.010000
5.235300	10.055545	0.010000
5.337306	10.052429	0.010000
5.439312	10.057085	0.010000
5.541317	10.052216	0.010000
5.643323	10.059003	0.010000
5.745329	10.058648	0.010000
5.847334	10.056022	0.010000
5.949340	10.060988	0.010000
6.052346	10.055807	0.010000
6.155352	10.064792	0.010000
6.257358	10.062101	0.010000
6.359364	10.067393	0.010000
6.461370	10.067737	0.010000
6.563375	10.067980	0.010000
6.665381	10.071350	0.010000
6.767387	10.071928	0.010000
6.869393	10.072570	0.010000
6.971399	10.075159	0.010000
7.073405	10.066801	0.010000
7.176411	10.075162	0.010000
7.279417	10.075572	0.010000
7.381423	10.072229	0.010000
7.483428	10.073859	0.010000
7.585434	10.072514	0.010000
7.688440	10.073010	0.010000
7.790446	10.072958	0.010000
7.893452	10.076387	0.010000
7.996458	10.082396	0.010000
8.099463	10.083335	0.010000
8.201469	10.084248	0.010000
8.303475	10.086905	0.010000
8.406481	10.086098	0.010000
8.509487	10.087789	0.010000
8.611493	10.080077	0.010000
8.713499	10.081067	0.010000
8.816504	10.090301	0.010000
8.919510	10.092484	0.010000
9.021516	10.092256	0.010000
9.123522	10.085658	0.010000
