T,c_m,c_m err
36.2,0.370877232,0.009950835
39.975,0.518720122,0.019171501
42.9,0.605948346,0.025998466
29.7,0.182389162,0.009538031
31.7,0.223500608,0.014220658
33.275,0.277449031,0.021822536
