Sample : Ni
Pre-Pulse  Slope = 8.407258E-3 +/- 2.093157E-4 Intercept = 5.853712E+0 +/- 5.079229E-4 Residue = 3.413946E-9
Heat Pulse  Slope = 8.303624E-2 +/- 8.990373E-4 Intercept = 5.438751E+0 +/- 6.775275E-3 Residue = 3.804583E-8
Post-Pulse  Slope = 5.835659E-3 +/- 1.530698E-3 Intercept = 6.248523E+0 +/- 1.918430E-2 Residue = 1.102090E-7
Sample Voltage = 4.000000E-1 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 5.020110E+0 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
Pre-Pulse  Slope = 4.468117E-3 +/- 1.860092E-4 Intercept = 8.370753E+0 +/- 4.514698E-4 Residue = 2.694460E-9
Heat Pulse  Slope = 3.139995E-2 +/- 2.761055E-4 Intercept = 8.230454E+0 +/- 2.080212E-3 Residue = 3.583230E-9
Post-Pulse  Slope = 4.274269E-3 +/- 3.489123E-4 Intercept = 8.508400E+0 +/- 4.371903E-3 Residue = 5.734083E-9
Sample Voltage = 4.000000E-1 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 5.020120E+0 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	8.372704	0.010000
0.110006	8.371402	0.010000
0.213012	8.371000	0.010000
0.315018	8.371517	0.010000
0.418024	8.372479	0.010000
0.521029	8.373231	0.010000
0.623035	8.372616	0.010000
0.725041	8.374300	0.010000
0.827047	8.374951	0.010000
0.929053	8.374885	0.010000
1.031059	8.375761	0.010000
1.133065	8.375507	0.010000
1.235071	8.376290	0.010000
1.337076	8.376771	0.010000
1.440082	8.377183	0.010000
1.543088	8.378438	0.010000
1.646094	8.378719	0.010000
1.749100	8.378066	0.010000
1.851106	8.379374	0.010000
1.953112	8.378176	0.010000
2.055118	8.379599	0.010000
2.158123	8.380628	0.010000
2.261129	8.380845	0.010000
2.363135	8.380617	0.010000
2.465141	8.381158	0.010000
2.568147	8.382984	0.010000
2.670153	8.383073	0.010000
2.773159	8.383233	0.010000
2.875165	8.383733	0.010000
2.977170	8.383767	0.010000
3.079176	8.384147	0.010000
3.182182	8.384611	0.010000
3.285188	8.385660	0.010000
3.388194	8.386854	0.010000
3.490200	8.385486	0.010000
3.592205	8.387317	0.010000
3.694211	8.387823	0.010000
3.797217	8.387717	0.010000
3.899223	8.387730	0.010000
4.001229	8.388773	0.010000
4.104235	8.388736	0.010000
4.206240	8.389842	0.010000
4.309246	8.389474	0.010000
4.411252	8.389545	0.010000
4.513258	8.390638	0.010000
4.615264	8.390984	0.010000
4.718270	8.392245	0.010000
4.821276	8.391928	0.010000
4.923281	8.392714	0.010000
5.025287	8.393550	0.010000
5.129293	8.393723	0.010000
5.231299	8.394964	0.010000
5.334305	8.395600	0.010000
5.437311	8.400504	0.010000
5.539317	8.403966	0.010000
5.642323	8.406324	0.010000
5.745328	8.410134	0.010000
5.847334	8.413211	0.010000
5.950340	8.417051	0.010000
6.052346	8.419920	0.010000
6.155352	8.423858	0.010000
6.258358	8.427298	0.010000
6.360363	8.430283	0.010000
6.462369	8.433053	0.010000
6.565375	8.436128	0.010000
6.667381	8.439051	0.010000
6.769387	8.443632	0.010000
6.871393	8.446573	0.010000
6.973399	8.448759	0.010000
7.076405	8.453496	0.010000
7.178411	8.455539	0.010000
7.280416	8.458434	0.010000
7.382422	8.463657	0.010000
7.484428	8.466192	0.010000
7.586434	8.469584	0.010000
7.689440	8.471700	0.010000
7.791445	8.474535	0.010000
7.893451	8.478143	0.010000
7.995457	8.481247	0.010000
8.098463	8.484826	0.010000
8.201469	8.488042	0.010000
8.303475	8.492159	0.010000
8.406481	8.494001	0.010000
8.509487	8.496336	0.010000
8.611492	8.500710	0.010000
8.714498	8.503842	0.010000
8.816504	8.507461	0.010000
8.918510	8.510830	0.010000
9.020516	8.513057	0.010000
9.122521	8.517061	0.010000
9.224527	8.521347	0.010000
9.326533	8.521980	0.010000
9.428539	8.526616	0.010000
9.530545	8.530633	0.010000
9.633551	8.531945	0.010000
9.736557	8.535800	0.010000
9.838562	8.539882	0.010000
9.940568	8.542383	0.010000
10.042574	8.545326	0.010000
10.144580	8.549554	0.010000
10.247586	8.551494	0.010000
10.349592	8.551939	0.010000
10.451598	8.554148	0.010000
10.553604	8.552306	0.010000
10.656610	8.555343	0.010000
10.759615	8.556424	0.010000
10.861621	8.553721	0.010000
10.963627	8.555162	0.010000
11.066633	8.557170	0.010000
11.169639	8.557024	0.010000
11.271645	8.556227	0.010000
11.373651	8.556344	0.010000
11.475656	8.555960	0.010000
11.578662	8.558347	0.010000
11.681668	8.559211	0.010000
11.783674	8.558602	0.010000
11.886680	8.559260	0.010000
11.989686	8.559741	0.010000
12.091691	8.559522	0.010000
12.193697	8.559798	0.010000
12.295703	8.560419	0.010000
12.397709	8.561647	0.010000
12.500715	8.561600	0.010000
12.602721	8.563170	0.010000
12.704727	8.563361	0.010000
12.807733	8.561776	0.010000
12.910738	8.564002	0.010000
13.012744	8.563234	0.010000
13.115750	8.563479	0.010000
13.217756	8.565155	0.010000
13.319762	8.565368	0.010000
13.422768	8.565329	0.010000
13.524774	8.566707	0.010000
13.627779	8.567160	0.010000
13.729785	8.566598	0.010000
13.832791	8.569170	0.010000
13.934797	8.567736	0.010000
14.036803	8.568960	0.010000
14.139809	8.569128	0.010000
14.242815	8.569060	0.010000
14.345820	8.568907	0.010000
14.447826	8.569805	0.010000
14.549832	8.570882	0.010000
14.651838	8.570578	0.010000
14.754844	8.571743	0.010000
14.857850	8.571594	0.010000
14.959856	8.573440	0.010000
15.062861	8.573490	0.010000
Sample : Ni
Pre-Pulse  Slope = 4.086629E-3 +/- 2.174187E-4 Intercept = 8.740296E+0 +/- 5.282972E-4 Residue = 3.691570E-9
Heat Pulse  Slope = 1.231917E-1 +/- 6.241257E-3 Intercept = 8.070961E+0 +/- 4.702153E-2 Residue = 1.834797E-6
Post-Pulse  Slope = 6.655372E-3 +/- 4.662059E-4 Intercept = 9.339180E+0 +/- 5.845965E-3 Residue = 1.025004E-8
Sample Voltage = 8.010000E-1 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 9.998900E+0 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	8.739562	0.010000
0.111006	8.741341	0.010000
0.213012	8.741226	0.010000
0.315018	8.741987	0.010000
0.417024	8.741868	0.010000
0.520030	8.742925	0.010000
0.622036	8.743668	0.010000
0.724041	8.743489	0.010000
0.826047	8.743159	0.010000
0.929053	8.743527	0.010000
1.032059	8.744861	0.010000
1.135065	8.745273	0.010000
1.237071	8.744653	0.010000
1.340076	8.744844	0.010000
1.443082	8.745321	0.010000
1.545088	8.746734	0.010000
1.647094	8.747899	0.010000
1.750100	8.747600	0.010000
1.852106	8.748053	0.010000
1.955112	8.748389	0.010000
2.058118	8.748023	0.010000
2.161124	8.748504	0.010000
2.263129	8.750176	0.010000
2.366135	8.750301	0.010000
2.468141	8.750112	0.010000
2.571147	8.750677	0.010000
2.673153	8.751164	0.010000
2.776159	8.752115	0.010000
2.878165	8.752884	0.010000
2.981171	8.751890	0.010000
3.084177	8.753646	0.010000
3.186182	8.753087	0.010000
3.289188	8.753219	0.010000
3.392194	8.754704	0.010000
3.494200	8.754870	0.010000
3.596206	8.753524	0.010000
3.698212	8.754959	0.010000
3.800217	8.755689	0.010000
3.903223	8.757441	0.010000
4.005229	8.756441	0.010000
4.107235	8.756854	0.010000
4.209240	8.758283	0.010000
4.312246	8.757253	0.010000
4.414252	8.758011	0.010000
4.516258	8.757945	0.010000
4.618264	8.758695	0.010000
4.721270	8.759001	0.010000
4.823276	8.760509	0.010000
4.926281	8.760296	0.010000
5.028287	8.759790	0.010000
5.129293	8.759784	0.010000
5.232299	8.759553	0.010000
5.335305	8.768060	0.010000
5.438311	8.776614	0.010000
5.540317	8.787527	0.010000
5.642323	8.797261	0.010000
5.744328	8.806952	0.010000
5.846334	8.816590	0.010000
5.949340	8.827361	0.010000
6.051346	8.836094	0.010000
6.153352	8.846354	0.010000
6.255358	8.854370	0.010000
6.357364	8.865704	0.010000
6.460370	8.876953	0.010000
6.562375	8.885305	0.010000
6.665381	8.894886	0.010000
6.768387	8.904306	0.010000
6.871393	8.915490	0.010000
6.973399	8.923864	0.010000
7.076405	8.935725	0.010000
7.179410	8.944514	0.010000
7.281416	8.954090	0.010000
7.383422	8.964187	0.010000
7.485428	8.974331	0.010000
7.587434	8.985254	0.010000
7.689440	8.997795	0.010000
7.791446	9.013044	0.010000
7.893451	9.027391	0.010000
7.996457	9.045475	0.010000
8.099463	9.062753	0.010000
8.201469	9.078582	0.010000
8.304475	9.094753	0.010000
8.406481	9.111190	0.010000
8.509487	9.128561	0.010000
8.611493	9.144478	0.010000
8.714499	9.160607	0.010000
8.817504	9.175952	0.010000
8.919510	9.196764	0.010000
9.022516	9.212568	0.010000
9.125522	9.225296	0.010000
9.227528	9.243074	0.010000
9.330534	9.258938	0.010000
9.433539	9.274780	0.010000
9.535545	9.289637	0.010000
9.638551	9.307605	0.010000
9.741557	9.321433	0.010000
9.844563	9.339923	0.010000
9.947569	9.354025	0.010000
10.050575	9.367675	0.010000
10.153581	9.387038	0.010000
10.255587	9.398847	0.010000
10.357592	9.405154	0.010000
10.459598	9.407057	0.010000
10.562604	9.408551	0.010000
10.665610	9.410091	0.010000
10.767616	9.409294	0.010000
10.869622	9.410643	0.010000
10.971627	9.411951	0.010000
11.073633	9.411297	0.010000
11.176639	9.412295	0.010000
11.279645	9.414992	0.010000
11.382651	9.413824	0.010000
11.485657	9.415782	0.010000
11.587663	9.417413	0.010000
11.690669	9.417762	0.010000
11.792675	9.417798	0.010000
11.894680	9.420027	0.010000
11.997686	9.417378	0.010000
12.100692	9.419514	0.010000
12.203698	9.420184	0.010000
12.305704	9.421484	0.010000
12.407710	9.422046	0.010000
12.509716	9.423058	0.010000
12.612721	9.423085	0.010000
12.715727	9.424898	0.010000
12.818733	9.424477	0.010000
12.920739	9.425037	0.010000
13.023745	9.426392	0.010000
13.125751	9.426044	0.010000
13.227757	9.426493	0.010000
13.329762	9.428932	0.010000
13.431768	9.430320	0.010000
13.534774	9.430327	0.010000
13.636780	9.429070	0.010000
13.739786	9.431071	0.010000
13.841792	9.430202	0.010000
13.943798	9.429538	0.010000
14.046803	9.431058	0.010000
14.148809	9.433435	0.010000
14.250815	9.432180	0.010000
14.353821	9.435186	0.010000
14.455827	9.434320	0.010000
14.558833	9.433629	0.010000
14.660839	9.435058	0.010000
14.763844	9.437551	0.010000
14.865850	9.438264	0.010000
14.968856	9.438139	0.010000
15.071862	9.438582	0.010000
Sample : Ni
Pre-Pulse  Slope = 5.875715E-3 +/- 2.922301E-4 Intercept = 9.690569E+0 +/- 7.102779E-4 Residue = 6.657520E-9
Heat Pulse  Slope = 4.011389E-2 +/- 3.995422E-4 Intercept = 9.510068E+0 +/- 3.012305E-3 Residue = 7.528999E-9
Post-Pulse  Slope = 5.587683E-3 +/- 4.348935E-4 Intercept = 9.864096E+0 +/- 5.454256E-3 Residue = 8.889850E-9
Sample Voltage = 4.020000E-1 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 5.020130E+0 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	9.691299	0.010000
0.112006	9.690562	0.010000
0.215012	9.691158	0.010000
0.317018	9.693187	0.010000
0.419024	9.692765	0.010000
0.521029	9.694333	0.010000
0.624035	9.695199	0.010000
0.727041	9.693981	0.010000
0.830048	9.695278	0.010000
0.932053	9.695240	0.010000
1.034059	9.696103	0.010000
1.136065	9.698584	0.010000
1.239071	9.697838	0.010000
1.342077	9.697675	0.010000
1.445083	9.699600	0.010000
1.548089	9.700165	0.010000
1.650095	9.698992	0.010000
1.752100	9.701574	0.010000
1.854106	9.702366	0.010000
1.956112	9.702441	0.010000
2.059118	9.701770	0.010000
2.161123	9.702998	0.010000
2.264129	9.703070	0.010000
2.366135	9.702861	0.010000
2.468141	9.705780	0.010000
2.571147	9.706788	0.010000
2.674153	9.705103	0.010000
2.777159	9.706444	0.010000
2.880165	9.707064	0.010000
2.982171	9.708115	0.010000
3.084176	9.709164	0.010000
3.186182	9.711294	0.010000
3.288188	9.710370	0.010000
3.390194	9.709871	0.010000
3.493200	9.711298	0.010000
3.596206	9.712154	0.010000
3.699212	9.712071	0.010000
3.801217	9.713129	0.010000
3.904223	9.712704	0.010000
4.007229	9.714317	0.010000
4.110235	9.715467	0.010000
4.212241	9.716924	0.010000
4.314247	9.714539	0.010000
4.416253	9.716758	0.010000
4.519258	9.716778	0.010000
4.622264	9.718404	0.010000
4.724270	9.716534	0.010000
4.826276	9.718530	0.010000
4.929282	9.718677	0.010000
5.031288	9.719832	0.010000
5.134294	9.721086	0.010000
5.236300	9.722380	0.010000
5.338305	9.725902	0.010000
5.440311	9.727515	0.010000
5.542317	9.731463	0.010000
5.644323	9.735779	0.010000
5.746328	9.739229	0.010000
5.849334	9.743646	0.010000
5.952341	9.748595	0.010000
6.055346	9.753329	0.010000
6.158352	9.757153	0.010000
6.261358	9.760775	0.010000
6.363364	9.764300	0.010000
6.465370	9.768530	0.010000
6.568376	9.772690	0.010000
6.670382	9.779301	0.010000
6.772388	9.782056	0.010000
6.874393	9.786400	0.010000
6.977399	9.790777	0.010000
7.079405	9.793867	0.010000
7.182411	9.798223	0.010000
7.285417	9.802830	0.010000
7.387423	9.807719	0.010000
7.490428	9.810631	0.010000
7.593434	9.814017	0.010000
7.696440	9.819831	0.010000
7.798446	9.822615	0.010000
7.901452	9.826090	0.010000
8.003458	9.828819	0.010000
8.106463	9.835068	0.010000
8.208469	9.839150	0.010000
8.310475	9.844017	0.010000
8.412481	9.846376	0.010000
8.514487	9.851651	0.010000
8.617493	9.856839	0.010000
8.720499	9.860992	0.010000
8.822505	9.863014	0.010000
8.925510	9.868576	0.010000
9.028516	9.871290	0.010000
9.131522	9.875134	0.010000
9.234528	9.880715	0.010000
9.336534	9.882806	0.010000
9.438540	9.887333	0.010000
9.540545	9.892170	0.010000
9.642551	9.894823	0.010000
9.745557	9.898937	0.010000
9.848563	9.902377	0.010000
9.951569	9.908595	0.010000
10.054575	9.912558	0.010000
10.156581	9.915363	0.010000
10.258587	9.921447	0.010000
10.360592	9.920618	0.010000
10.462598	9.922274	0.010000
10.565604	9.922784	0.010000
10.667610	9.922254	0.010000
10.770616	9.922807	0.010000
10.873622	9.924612	0.010000
10.976628	9.925213	0.010000
11.079634	9.927421	0.010000
11.182640	9.926929	0.010000
11.284646	9.927588	0.010000
11.386651	9.926975	0.010000
11.488657	9.927506	0.010000
11.590663	9.928302	0.010000
11.693669	9.930264	0.010000
11.795675	9.930461	0.010000
11.897680	9.930641	0.010000
12.000686	9.931649	0.010000
12.102692	9.931242	0.010000
12.205698	9.932565	0.010000
12.308704	9.932749	0.010000
12.410710	9.932230	0.010000
12.512715	9.932460	0.010000
12.614721	9.934936	0.010000
12.716727	9.934437	0.010000
12.819733	9.936900	0.010000
12.921739	9.934535	0.010000
13.023745	9.937256	0.010000
13.126750	9.939087	0.010000
13.228756	9.936907	0.010000
13.331762	9.939073	0.010000
13.433768	9.938521	0.010000
13.535774	9.939787	0.010000
13.637780	9.940118	0.010000
13.739786	9.939842	0.010000
13.841792	9.941546	0.010000
13.943798	9.944397	0.010000
14.045803	9.940485	0.010000
14.148809	9.944746	0.010000
14.251815	9.943704	0.010000
14.353821	9.944682	0.010000
14.456827	9.944209	0.010000
14.559833	9.946234	0.010000
14.662838	9.947342	0.010000
14.765844	9.945864	0.010000
14.868850	9.947648	0.010000
14.971856	9.947300	0.010000
15.074862	9.947430	0.010000
Sample : Nb
Pre-Pulse  Slope = 5.811534E-3 +/- 2.922456E-4 Intercept = 1.044207E+1 +/- 7.242077E-4 Residue = 7.242861E-9
Heat Pulse  Slope = 3.786340E-2 +/- 5.267673E-4 Intercept = 1.027370E+1 +/- 3.960101E-3 Residue = 1.305171E-8
Post-Pulse  Slope = 5.410211E-3 +/- 4.739457E-4 Intercept = 1.060678E+1 +/- 5.933289E-3 Residue = 1.058414E-8
Sample Voltage = 4.020000E-1 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 5.020130E+0 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	10.441665	0.010000
0.110006	10.443120	0.010000
0.212012	10.442923	0.010000
0.314018	10.445736	0.010000
0.416024	10.446010	0.010000
0.518030	10.444677	0.010000
0.620035	10.445979	0.010000
0.722041	10.446208	0.010000
0.824047	10.447520	0.010000
0.926053	10.447337	0.010000
1.028059	10.447942	0.010000
1.130064	10.448980	0.010000
1.232070	10.450378	0.010000
1.334076	10.450307	0.010000
1.436082	10.450293	0.010000
1.538088	10.451543	0.010000
1.640094	10.452457	0.010000
1.742099	10.452809	0.010000
1.844105	10.452107	0.010000
1.946111	10.453272	0.010000
2.048117	10.452886	0.010000
2.151123	10.454189	0.010000
2.253129	10.453730	0.010000
2.355134	10.454735	0.010000
2.457140	10.456120	0.010000
2.560146	10.457523	0.010000
2.662152	10.457627	0.010000
2.764158	10.456884	0.010000
2.866164	10.457962	0.010000
2.968170	10.459040	0.010000
3.070176	10.459563	0.010000
3.172181	10.460838	0.010000
3.274187	10.458851	0.010000
3.376193	10.462989	0.010000
3.478199	10.462583	0.010000
3.580204	10.464293	0.010000
3.683210	10.464873	0.010000
3.785216	10.462909	0.010000
3.888222	10.464844	0.010000
3.990228	10.466541	0.010000
4.093234	10.465511	0.010000
4.195240	10.467460	0.010000
4.298246	10.467340	0.010000
4.401252	10.467808	0.010000
4.504258	10.468044	0.010000
4.606263	10.468609	0.010000
4.708269	10.468967	0.010000
4.810275	10.469827	0.010000
4.912281	10.470083	0.010000
5.015286	10.470421	0.010000
5.117292	10.470617	0.010000
5.220298	10.472551	0.010000
5.322304	10.474263	0.010000
5.424310	10.478778	0.010000
5.526316	10.483962	0.010000
5.628322	10.486849	0.010000
5.730328	10.490252	0.010000
5.832334	10.495453	0.010000
5.934339	10.498623	0.010000
6.036345	10.501923	0.010000
6.138351	10.504742	0.010000
6.241357	10.510987	0.010000
6.343363	10.513247	0.010000
6.446369	10.516752	0.010000
6.548374	10.522626	0.010000
6.650380	10.526526	0.010000
6.752386	10.527946	0.010000
6.854392	10.532564	0.010000
6.956398	10.537823	0.010000
7.058403	10.540053	0.010000
7.161409	10.546220	0.010000
7.263415	10.548839	0.010000
7.366421	10.552353	0.010000
7.468427	10.558087	0.010000
7.570433	10.560417	0.010000
7.672439	10.563695	0.010000
7.774445	10.568095	0.010000
7.876451	10.574520	0.010000
7.979456	10.575552	0.010000
8.082462	10.578913	0.010000
8.185468	10.582647	0.010000
8.288474	10.589307	0.010000
8.390480	10.590637	0.010000
8.492486	10.597170	0.010000
8.595491	10.599688	0.010000
8.698497	10.602844	0.010000
8.800503	10.604685	0.010000
8.902509	10.609476	0.010000
9.004515	10.614174	0.010000
9.107521	10.618398	0.010000
9.209527	10.625130	0.010000
9.312532	10.625657	0.010000
9.415538	10.630584	0.010000
9.518544	10.634092	0.010000
9.620550	10.637738	0.010000
9.722556	10.642130	0.010000
9.824562	10.643682	0.010000
9.926568	10.646645	0.010000
10.029573	10.652112	0.010000
10.132579	10.657872	0.010000
10.234585	10.660111	0.010000
10.336591	10.662084	0.010000
10.438597	10.662004	0.010000
10.540603	10.662375	0.010000
10.643609	10.664234	0.010000
10.746614	10.663096	0.010000
10.849620	10.663635	0.010000
10.952626	10.665394	0.010000
11.055632	10.667014	0.010000
11.158638	10.667058	0.010000
11.260644	10.667607	0.010000
11.362650	10.668769	0.010000
11.464655	10.671465	0.010000
11.566661	10.667612	0.010000
11.669667	10.670160	0.010000
11.772673	10.668130	0.010000
11.875679	10.670799	0.010000
11.977685	10.673014	0.010000
12.079691	10.670901	0.010000
12.181696	10.673125	0.010000
12.284702	10.673192	0.010000
12.386708	10.673355	0.010000
12.488714	10.672373	0.010000
12.590720	10.674931	0.010000
12.693726	10.676323	0.010000
12.796732	10.677731	0.010000
12.899738	10.675998	0.010000
13.001743	10.677181	0.010000
13.104749	10.677582	0.010000
13.206755	10.678711	0.010000
13.308761	10.678505	0.010000
13.411767	10.679948	0.010000
13.513773	10.679222	0.010000
13.616779	10.680465	0.010000
13.719785	10.681658	0.010000
13.821790	10.680651	0.010000
13.923796	10.682599	0.010000
14.026802	10.683933	0.010000
14.128808	10.684198	0.010000
14.230814	10.684775	0.010000
14.332819	10.685356	0.010000
14.435825	10.684012	0.010000
14.537831	10.684820	0.010000
14.639837	10.687378	0.010000
14.741843	10.686271	0.010000
14.843849	10.688069	0.010000
14.945855	10.688419	0.010000
15.048861	10.689456	0.010000
Sample : Nb
Pre-Pulse  Slope = 4.973417E-3 +/- 3.468748E-4 Intercept = 1.096893E+1 +/- 8.431023E-4 Residue = 9.371505E-9
Heat Pulse  Slope = 3.383885E-2 +/- 5.049934E-4 Intercept = 1.081703E+1 +/- 3.807927E-3 Residue = 1.200011E-8
Post-Pulse  Slope = 4.885993E-3 +/- 6.443666E-4 Intercept = 1.111548E+1 +/- 8.075443E-3 Residue = 1.952012E-8
Sample Voltage = 4.020000E-1 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 5.020120E+0 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	10.967614	0.010000
0.112006	10.970773	0.010000
0.215012	10.970249	0.010000
0.318018	10.968376	0.010000
0.420024	10.970674	0.010000
0.522030	10.971452	0.010000
0.625036	10.971740	0.010000
0.727041	10.972070	0.010000
0.830047	10.975071	0.010000
0.933053	10.974067	0.010000
1.035059	10.972799	0.010000
1.138065	10.975648	0.010000
1.240071	10.976215	0.010000
1.342077	10.974262	0.010000
1.444082	10.976408	0.010000
1.546088	10.976647	0.010000
1.649094	10.976109	0.010000
1.752100	10.977741	0.010000
1.855106	10.977876	0.010000
1.958112	10.978539	0.010000
2.061118	10.979221	0.010000
2.164124	10.979804	0.010000
2.266129	10.981954	0.010000
2.368135	10.980151	0.010000
2.470141	10.981009	0.010000
2.572147	10.979820	0.010000
2.674153	10.980629	0.010000
2.776158	10.984086	0.010000
2.878164	10.981390	0.010000
2.980170	10.985291	0.010000
3.083176	10.984291	0.010000
3.185182	10.984806	0.010000
3.287188	10.985953	0.010000
3.390193	10.985264	0.010000
3.493199	10.986396	0.010000
3.596205	10.986283	0.010000
3.698211	10.986999	0.010000
3.801217	10.988383	0.010000
3.903223	10.989574	0.010000
4.006229	10.990479	0.010000
4.109235	10.991725	0.010000
4.212241	10.988956	0.010000
4.314247	10.989702	0.010000
4.417253	10.991833	0.010000
4.519258	10.991212	0.010000
4.621264	10.990051	0.010000
4.724270	10.992762	0.010000
4.826276	10.992324	0.010000
4.928282	10.993442	0.010000
5.030287	10.993333	0.010000
5.133293	10.994975	0.010000
5.236299	10.997059	0.010000
5.339305	10.997582	0.010000
5.442311	11.001636	0.010000
5.544317	11.005247	0.010000
5.647323	11.006963	0.010000
5.750329	11.012977	0.010000
5.852334	11.016232	0.010000
5.954340	11.015866	0.010000
6.056346	11.020820	0.010000
6.159352	11.026397	0.010000
6.262358	11.028523	0.010000
6.365364	11.033055	0.010000
6.467370	11.034007	0.010000
6.570375	11.041451	0.010000
6.673381	11.044002	0.010000
6.775387	11.047340	0.010000
6.878393	11.048418	0.010000
6.980399	11.053817	0.010000
7.083405	11.056966	0.010000
7.186411	11.059017	0.010000
7.288417	11.063280	0.010000
7.390422	11.066261	0.010000
7.492428	11.068795	0.010000
7.594434	11.073709	0.010000
7.696440	11.076492	0.010000
7.798446	11.081407	0.010000
7.900452	11.086102	0.010000
8.003458	11.088507	0.010000
8.106463	11.093507	0.010000
8.208469	11.094925	0.010000
8.310475	11.097212	0.010000
8.412481	11.101453	0.010000
8.515487	11.106013	0.010000
8.617493	11.109192	0.010000
8.719499	11.110973	0.010000
8.822505	11.116026	0.010000
8.924510	11.117981	0.010000
9.027516	11.120951	0.010000
9.128522	11.124314	0.010000
9.231528	11.127750	0.010000
9.333534	11.131428	0.010000
9.435539	11.135732	0.010000
9.538545	11.139853	0.010000
9.640551	11.142089	0.010000
9.743557	11.145800	0.010000
9.846563	11.149972	0.010000
9.948569	11.153821	0.010000
10.050575	11.155520	0.010000
10.152580	11.158162	0.010000
10.254586	11.162494	0.010000
10.356592	11.164586	0.010000
10.458598	11.165393	0.010000
10.560604	11.166959	0.010000
10.662610	11.167904	0.010000
10.764616	11.168022	0.010000
10.866621	11.168613	0.010000
10.968627	11.169485	0.010000
11.070633	11.169760	0.010000
11.172639	11.169705	0.010000
11.274645	11.170271	0.010000
11.377651	11.168990	0.010000
11.479656	11.174719	0.010000
11.582662	11.172645	0.010000
11.684668	11.173015	0.010000
11.786674	11.174489	0.010000
11.888680	11.174120	0.010000
11.990685	11.171027	0.010000
12.092691	11.175377	0.010000
12.195697	11.176415	0.010000
12.297703	11.174141	0.010000
12.400709	11.175470	0.010000
12.503715	11.176861	0.010000
12.605721	11.176587	0.010000
12.707726	11.177997	0.010000
12.811733	11.178871	0.010000
12.913738	11.178672	0.010000
13.015744	11.176867	0.010000
13.117750	11.178653	0.010000
13.219756	11.180281	0.010000
13.321762	11.180632	0.010000
13.423768	11.179343	0.010000
13.525774	11.178959	0.010000
13.627779	11.183586	0.010000
13.730785	11.184610	0.010000
13.832791	11.184318	0.010000
13.935797	11.184222	0.010000
14.037803	11.182324	0.010000
14.139809	11.185608	0.010000
14.241814	11.185457	0.010000
14.343820	11.185363	0.010000
14.445826	11.187630	0.010000
14.547832	11.187274	0.010000
14.650838	11.190061	0.010000
14.752843	11.189063	0.010000
14.855849	11.189878	0.010000
14.958855	11.188288	0.010000
15.061861	11.189797	0.010000
Sample : Nb
Pre-Pulse  Slope = 5.466362E-3 +/- 3.456210E-4 Intercept = 1.130168E+1 +/- 8.388441E-4 Residue = 9.299301E-9
Heat Pulse  Slope = 3.226224E-2 +/- 5.432971E-4 Intercept = 1.116373E+1 +/- 4.094039E-3 Residue = 1.390895E-8
Post-Pulse  Slope = 5.284650E-3 +/- 6.634868E-4 Intercept = 1.143346E+1 +/- 8.314578E-3 Residue = 2.071109E-8
Sample Voltage = 4.020000E-1 Sample Voltage Uncertainty = 1.000000E-3
Sample Current = 5.020120E+0 Sample Current Uncertainty = 1.000000E-5
t(s)	T(K)	dT(K)
0.000000	11.301657	0.010000
0.110006	11.303661	0.010000
0.212012	11.304969	0.010000
0.315018	11.305754	0.010000
0.417024	11.304127	0.010000
0.519030	11.305648	0.010000
0.622036	11.304689	0.010000
0.724041	11.306343	0.010000
0.827047	11.306084	0.010000
0.930053	11.306514	0.010000
1.033059	11.308083	0.010000
1.135065	11.308372	0.010000
1.238070	11.308117	0.010000
1.340076	11.309129	0.010000
1.442082	11.307794	0.010000
1.544088	11.310297	0.010000
1.646094	11.311975	0.010000
1.748100	11.309222	0.010000
1.851106	11.312168	0.010000
1.953112	11.311367	0.010000
2.055117	11.312399	0.010000
2.157123	11.313875	0.010000
2.259129	11.314185	0.010000
2.361135	11.315118	0.010000
2.464141	11.316038	0.010000
2.567147	11.314563	0.010000
2.670153	11.316552	0.010000
2.772158	11.317960	0.010000
2.874164	11.316616	0.010000
2.976170	11.317552	0.010000
3.078176	11.318315	0.010000
3.181182	11.316878	0.010000
3.284188	11.319801	0.010000
3.387194	11.320612	0.010000
3.490200	11.321533	0.010000
3.593205	11.319234	0.010000
3.696211	11.323142	0.010000
3.798217	11.323087	0.010000
3.900223	11.324313	0.010000
4.002229	11.322226	0.010000
4.105235	11.324036	0.010000
4.208241	11.325529	0.010000
4.311246	11.324804	0.010000
4.413252	11.324173	0.010000
4.516258	11.323232	0.010000
